Material,Texto breve de material,Centro,Almacén,Lote,Clase de valoración,Unidad medida base,Cantidad,Clase de movimiento,Stock especial,Nº reserva,Nº pos.reserva traslado,Documento material,Fe.contabilización,Hora de entrada,Nombre del usuario,Carta de porte,Referencia,Orden,Grafo,Operación,Centro de coste,Elemento PEP,Elemento PEP,Indicador Debe/Haber
710000000167,"GRAMPA  E 1/4"" AC PARA CAÑO 1""",AR67,CA01,NUEVO,NUEVO,UN,"43,000",101,,0,0,5002805040,7/9/2023,2:56:23 p. m.,XSEA04,0002R00051276,0180331299,,,,,,,S
710000000167,"GRAMPA  E 1/4"" AC PARA CAÑO 1""",AR67,CA09,NUEVO,NUEVO,UN,"43,000",101,Q,0,0,5002805040,7/9/2023,2:56:23 p. m.,XSEA04,0002R00051276,0180331299,,,,,EARAO/0012.5.01.001.04,EARAO/0012.5.01.001.04,S
710000000211,"BULON HEX 5/8X2.1/2"" W AC",AR67,CA01,NUEVO,NUEVO,UN,"70,000",101,,0,0,5002805103,7/9/2023,2:48:59 p. m.,XSEA04,0002R00051311,0180331313,,,,,,,S
710000000213,"BULON HEX 5/8X3"" W AC",AR67,CA17,NUEVO,NUEVO,UN,"60,000",101,,0,0,5002805108,7/9/2023,2:58:02 p. m.,XSEA04,0002R00051296,0180331312,,,,,,,S
710008032900,"GRAMPA  U 2"" UNC AC CARB C/TCA.",AR50,LA01,NUEVO,NUEVO,UN,"-20,000",201,,9269110,1,4903686530,7/9/2023,11:32:24 a. m.,XJAG14,,0098R00049086,,,,AR40LA2211,,,H
710100000249,"ESPARR 5/8X3.1/2"" NEGRO UNC A193 B7 C/2",AR67,CA01,NUEVO,NUEVO,UN,"-40,000",261,,7388644,44,4903686000,7/9/2023,9:39:17 a. m.,XAAL05,,9005R00057249,310147709,,,,,,H
710100000249,"ESPARR 5/8X3.1/2"" NEGRO UNC A193 B7 C/2",AR67,CA01,NUEVO,NUEVO,UN,"-40,000",261,,9125408,30,4903687355,7/9/2023,11:26:12 p. m.,XLFM03,,9005R00057300,330104765,,,,,,H
710100000296,"ESPARR 1.1/4X14.1/4"" NEGRO 8UN A193 B7",AR67,CA06,NUEVO,NUEVO,UN,"-45,000",261,,9125409,14,4903685755,7/9/2023,7:57:45 a. m.,XNFV02,,9005R00057242,330104766,,,,,,H
710100000394,"ESPARR 1.1/4X13.1/2"" TEF 8UN A193 B7M",AR67,CA01,NUEVO,NUEVO,UN,"-20,000",261,,9125409,10,4903686854,7/9/2023,2:30:29 p. m.,XJLL02,,9005R00057283,330104766,,,,,,H
710100000485,"ESPARR 5/8X3.3/4"" NEGRO UNC A193 B8 C/2",AR67,CA01,NUEVO,NUEVO,UN,"8,000",101,,0,0,5002805118,7/9/2023,2:58:18 p. m.,XSEA04,0002R00051272,0180331302,,,,,,,S
710100000508,"ESPARR 7/8X5.1/4"" NEGRO UNC A193 B7 C/2",AR67,CA09,SOBRANTE,SOBRANTE,UN,"-30,000",261,,7056335,134,4903686823,7/9/2023,2:52:04 p. m.,XNFV02,,9005R00057292,310146618,,,,,,H
710105021800,"ESPARR 3/4X5.1/2"" UNC A193 B8M CL2 C/2",AR50,LA15,NUEVO,NUEVO,UN,"-56,000",281,,7697555,21,4903687013,7/9/2023,3:36:30 p. m.,XAAL04,,0098R00049109,,2000038904,0004,,,,H
710106010600,"ESPARR 1/2X2.1/2"" NEGRO UNC A193 B7 C/2",AR67,CA01,NUEVO,NUEVO,UN,"-20,000",261,,8436236,22,4903686887,7/9/2023,2:48:02 p. m.,XAAL05,,9005R00057291,310151676,,,,,,H
710106015800,"ESPARR 5/8X3"" NEGRO UNC A193 B7 C/2",AR67,CA01,NUEVO,NUEVO,UN,"-20,000",261,,6734681,6,4903686429,7/9/2023,11:21:33 a. m.,XAAL05,,9005R00057271,310145307,,,,,,H
710108016200,"ESPARR 5/8X4"" CINC UNC A193 B7 C/2",AR02,KK01,NUEVO,NUEVO,UN,"-16,000",261,,9277301,6,4903685369,7/9/2023,8:36:17 a. m.,XMMA08,,0096R00056360,22847370,,,,,,H
710108021000,"ESPARR 3/4X3.1/2"" CINC UNC A193 B7 C/2",AR50,LA16,NUEVO,NUEVO,UN,"96,000",109,,0,0,5002804916,7/9/2023,12:10:49 p. m.,XAEV06,0013R00016851,0180330263,,,,,,,S
710108021000,"ESPARR 3/4X3.1/2"" CINC UNC A193 B7 C/2",AR50,LA06,NUEVO,NUEVO,UN,"336,000",109,,0,0,5002804916,7/9/2023,12:10:49 p. m.,XAEV06,0013R00016851,0180330263,,,,,,,S
710108021000,"ESPARR 3/4X3.1/2"" CINC UNC A193 B7 C/2",AR50,LA16,NUEVO,NUEVO,UN,"128,000",109,,0,0,5002804916,7/9/2023,12:10:49 p. m.,XAEV06,0013R00016851,0180330263,,,,,,,S
710108021500,"ESPARR 3/4X4.3/4"" CINC UNC A193 B7 C/2",AR02,KK01,NUEVO,NUEVO,UN,"-16,000",261,,9277301,3,4903685369,7/9/2023,8:36:17 a. m.,XMMA08,,0096R00056360,22847370,,,,,,H
710108021500,"ESPARR 3/4X4.3/4"" CINC UNC A193 B7 C/2",AR50,LA15,NUEVO,NUEVO,UN,"-8,000",281,,7697559,5,4903687002,7/9/2023,3:42:17 p. m.,XSAP04,,0098R00049110,,2000038907,0003,,,,H
710108021500,"ESPARR 3/4X4.3/4"" CINC UNC A193 B7 C/2",AR50,LA15,NUEVO,NUEVO,UN,"-8,000",281,,7697558,5,4903686962,7/9/2023,3:32:24 p. m.,XSAP04,,0098R00049107,,2000038906,0003,,,,H
710108021700,"ESPARR 3/4X5.1/4"" CINC UNC A193 B7 C/2",AR08,BD16,NUEVO,NUEVO,UN,"24,000",101,,0,0,5002805195,7/9/2023,3:22:11 p. m.,XENB03,4900019531,0081947124,,,,,,,S
710108023100,"ESPARR 3/4X9"" CINC UNC A193 B7 C/2",AR71,CA07,NUEVO,NUEVO,UN,"864,000",109,Q,0,0,5002804921,7/9/2023,12:10:15 p. m.,XAEV06,0013R00016824,0180330267,,,,,EARAD/0220.5.03.003.02,EARAD/0220.5.03.003.02,S
710108026900,"ESPARR 7/8X6.1/4"" CINC UNC A193 B7 C/2",AR50,LA15,NUEVO,NUEVO,UN,"-24,000",281,,7697558,3,4903686962,7/9/2023,3:32:24 p. m.,XSAP04,,0098R00049107,,2000038906,0003,,,,H
710108026900,"ESPARR 7/8X6.1/4"" CINC UNC A193 B7 C/2",AR50,LA15,NUEVO,NUEVO,UN,"-24,000",281,,7697559,3,4903687002,7/9/2023,3:42:17 p. m.,XSAP04,,0098R00049110,,2000038907,0003,,,,H
710108027000,"ESPARR 7/8X6.1/2"" CINC UNC A193 B7 C/2",AR50,LA15,NUEVO,NUEVO,UN,"-8,000",281,,7697555,120,4903687013,7/9/2023,3:36:30 p. m.,XAAL04,,0098R00049109,,2000038904,0006,,,,H
710108032100,"ESPARR 1X6.3/4"" CINC UNC A193 B7 C/2",AR50,LA15,NUEVO,NUEVO,UN,"-24,000",281,,8072695,28,4903686523,7/9/2023,11:34:29 a. m.,XAAL04,,0098R00049087,,2000040321,0002,,,,H
710108032100,"ESPARR 1X6.3/4"" CINC UNC A193 B7 C/2",AR50,LA15,NUEVO,NUEVO,UN,"-24,000",281,,8072683,28,4903686397,7/9/2023,11:04:18 a. m.,XAAL04,,0098R00049082,,2000040309,0002,,,,H
710108037400,"ESPARR 1.1/8X7.1/2"" CINC 8UN A193 B7",AR71,CA09,INMOVILIZA,INMOVILIZA,UN,"-24,000",281,Q,7840428,16,4903686615,7/9/2023,12:12:17 p. m.,XDMR04,,0126R00003094,,2000039467,0001,,EARAD/0220.5.03.006.02,,H
710108037900,"ESPARR 1.1/8X8.3/4"" CINC 8UN A193 B7 C/2",AR50,LA15,NUEVO,NUEVO,UN,"-48,000",281,,8072695,27,4903686523,7/9/2023,11:34:29 a. m.,XAAL04,,0098R00049087,,2000040321,0002,,,,H
710108037900,"ESPARR 1.1/8X8.3/4"" CINC 8UN A193 B7 C/2",AR50,LA15,NUEVO,NUEVO,UN,"-48,000",281,,8072683,27,4903686397,7/9/2023,11:04:18 a. m.,XAAL04,,0098R00049082,,2000040309,0002,,,,H
710108057200,"ESPARR 1.1/2X10"" CINC 8UN A193 B7 C/2",AR71,CA09,NUEVO,NUEVO,UN,"-60,000",281,Q,7840428,2,4903686615,7/9/2023,12:12:17 p. m.,XDMR04,,0126R00003094,,2000039467,0001,,EARAD/0220.5.03.006.02,,H
710108057300,"ESPARR 1.1/2X10.1/4"" CINC 8UN A193 B7",AR71,CA09,NUEVO,NUEVO,UN,"-20,000",281,Q,7840428,6,4903686615,7/9/2023,12:12:17 p. m.,XDMR04,,0126R00003094,,2000039467,0001,,EARAD/0220.5.03.006.02,,H
710108057700,"ESPARR 1.1/2X11.3/4"" CINC 8UN A193 B7",AR50,LA15,NUEVO,NUEVO,UN,"-12,000",281,,7697555,119,4903687013,7/9/2023,3:36:30 p. m.,XAAL04,,0098R00049109,,2000038904,0006,,,,H
710108072400,"ESPARR 1.7/8X13.1/2"" CINC 8UN A193 B7",AR51,AC09,NUEVO,NUEVO,UN,"49,000",109,Q,0,0,5002805115,7/9/2023,2:51:02 p. m.,XDXA09,0001R00018699,0180327256,,,,,EARAD/0165.5.03.001.03,EARAD/0165.5.03.001.03,S
710200000029,"TORN FRESADA W 24HPP 3/16X1"" AC",AR67,CA01,NUEVO,NUEVO,UN,"-20,000",261,,8089140,9,4903686343,7/9/2023,10:34:23 a. m.,XAAL05,,9005R00057263,370003603,,,,,,H
710200000046,"TORN REDON W 24HPP 3/16X1"" AC",AR67,CA01,NUEVO,NUEVO,UN,"-20,000",261,,8089140,8,4903686343,7/9/2023,10:34:23 a. m.,XAAL05,,9005R00057263,370003603,,,,,,H
710200000056,"TORN REDON W 24HPP 3/16X1"" BCE ASTM B21",AR67,CA01,NUEVO,NUEVO,UN,"-20,000",261,,8089140,10,4903686343,7/9/2023,10:34:23 a. m.,XAAL05,,9005R00057263,370003603,,,,,,H
710200000057,"TORN REDON W 24HPP 3/16X2"" BCE ASTM B21",AR67,CA01,NUEVO,NUEVO,UN,"45,000",101,,0,0,5002804960,7/9/2023,2:55:39 p. m.,XSEA04,0002R00051271,0180331304,,,,,,,S
710200000062,"TORN REDON W 16HPP 3/8X1"" BCE ASTM B21 A",AR67,CA01,NUEVO,NUEVO,UN,"64,000",101,,0,0,5002804960,7/9/2023,2:55:39 p. m.,XSEA04,0002R00051271,0180331304,,,,,,,S
710500000131,"TCA HEX 3/8"" 18HPP W BCE ASTM B21 A",AR67,CA01,NUEVO,NUEVO,UN,"100,000",101,,0,0,5002804960,7/9/2023,2:55:39 p. m.,XSEA04,0002R00051271,0180331304,,,,,,,S
710752010300,PINCEL CERDA N°20,AR01,CD09,NUEVO,NUEVO,UN,"-10,000",261,,8852284,30,4903686941,7/9/2023,3:14:56 p. m.,XMFB03,,0095R00418727,22719878,,,,,,H
710756012100,CEPILLO BR C/MANGO 19HILER,AR51,AC01,NUEVO,NUEVO,UN,"10,000",109,,0,0,5002805184,7/9/2023,3:21:04 p. m.,XDXA09,0018R00059069,0180330190,,,,,,,S
710800000068,HOJA D/SIERRA AC 18,ARAF,MP01,NUEVO,NUEVO,UN,"-10,000",281,Q,8501682,398,4903685948,7/9/2023,9:19:06 a. m.,XFAC11,,0005R00000125,,2000041621,0008,,EARBM/0002.5.01.001,,H
710860045600,HOJA D/SIERRA  BM 24Z,AR51,AC05,INMOVILIZA,INMOVILIZA,UN,"-10,000",261,,9255220,8,4903686863,7/9/2023,2:29:40 p. m.,XDXA09,,0099R00023329,22838574,,,,,,H
710900000064,CANDADO N°26 DOBLE TRABA LLAVE UNICA,AR67,CA01,NUEVO,NUEVO,UN,"-2,000",201,,9284709,1,4903687043,7/9/2023,4:16:44 p. m.,XJMA09,,9005R00057299,,,,AR10AXC270,,,H
710900000071,CANDADO 31MM BR LOTO MEC DOBLE TRABA A,AR67,CA01,NUEVO,NUEVO,UN,"50,000",101,,0,0,5002805128,7/9/2023,2:55:01 p. m.,XSEA04,0002R00051341,0180331398,,,,,,,S
710903005000,CANDADO N°50 BRONCE MACIZO DOBLE TRABA D,AR01,CD01,NUEVO,NUEVO,UN,"-25,000",201,,8945515,1,4903686798,7/9/2023,2:40:30 p. m.,XMFB03,,0095R00418714,,,,AR10CD1000,,,H
710903011200,BLOQ ACCIONAM CABLE L: 8' . RESIST.SUP.A,AR73,AC01,NUEVO,NUEVO,UN,"100,000",109,,0,0,5002804920,7/9/2023,12:17:51 p. m.,XAEV06,0050R00246580,0180330249,,,,,,,S
710903014100,"PORTACANDADO METALICO,TIPO TIJERA SIMPLE",AR01,CD01,NUEVO,NUEVO,UN,"-6,000",201,,9276055,3,4903686475,7/9/2023,11:11:53 a. m.,XMXS03,,0095R00418684,,,,AR10CD8003,,,H
710906090400,"CANTONERA D/H GALV, MEDD: 32MMX32MMX2,6M",AR01,CD09,NUEVO,NUEVO,UN,"-60,000",261,,8852284,27,4903686386,7/9/2023,11:09:08 a. m.,XJLF02,,0095R00418683,22719878,,,,,,H
710906096000,CINTA ENMASC  5CMX75M DE PAPEL AUTOADHES,AR51,AC01,NUEVO,NUEVO,UN,"-10,000",261,,9255220,25,4903686809,7/9/2023,2:39:24 p. m.,XDXA09,,0099R00023331,22838574,,,,,,H
710906097000,MASILLA BALDE 32KG,AR01,CD09,NUEVO,NUEVO,UN,"-5,000",261,,8852284,29,4903686941,7/9/2023,3:14:56 p. m.,XMFB03,,0095R00418727,22719878,,,,,,H
710958060400,"CANDADO AL MORADO COLOR: MORADO, PRESENT",AR51,AC01,NUEVO,NUEVO,UN,"29,000",109,,0,0,5002805121,7/9/2023,2:49:37 p. m.,XDXA09,0004R00010956,0180327175,,,,,,,S
730100000007,CERRADURA TRABEX CA4 1025,AR01,CD09,NUEVO,NUEVO,UN,"-2,000",261,,7673161,23,4903686386,7/9/2023,11:09:08 a. m.,XJLF02,,0095R00418683,22367586,,,,,,H
730100000008,CERRADURA TRABEX CA4 6625 PE BCA,AR01,CD09,NUEVO,NUEVO,UN,"-2,000",261,,7673161,25,4903686386,7/9/2023,11:09:08 a. m.,XJLF02,,0095R00418683,22367586,,,,,,H
730100000010,CERRADURA TRABEX CA4 6624 PE BCA,AR01,CD09,NUEVO,NUEVO,UN,"-2,000",261,,7673161,22,4903686386,7/9/2023,11:09:08 a. m.,XJLF02,,0095R00418683,22367586,,,,,,H
740200000016,BASE HORMIGON S/PLANO,AR50,LA15,NUEVO,NUEVO,UN,"-1,000",281,,7697559,143,4903686050,7/9/2023,9:55:33 a. m.,XAAL04,,0098R00049076,,2000038907,0004,,,,H
740200000016,BASE HORMIGON S/PLANO,AR50,LA15,NUEVO,NUEVO,UN,"-1,000",281,,7697558,147,4903685912,7/9/2023,9:21:31 a. m.,XAAL04,,0098R00049073,,2000038906,0004,,,,H
740200000055,"BASE HORMIGON P/GRUPO ELEC 3,5X2X0,2M",AR50,LA09,NUEVO,NUEVO,UN,"1,000",101,,0,0,5002804113,7/9/2023,8:10:15 a. m.,XJCI02,0001R00012359,0183398567,,,,,,,S
740200000056,"BASE HORMIGON P/TABLERO 1X1X0,2M",AR50,LA09,NUEVO,NUEVO,UN,"3,000",101,,0,0,5002804113,7/9/2023,8:10:15 a. m.,XJCI02,0001R00012359,0183398567,,,,,,,S
740700000001,PISO GOMA ROLLO 1X12M MONEDA NEGRO 3MM,AR01,CD09,NUEVO,NUEVO,UN,"-6,000",261,,8435971,9,4903686386,7/9/2023,11:09:08 a. m.,XJLF02,,0095R00418683,22591787,,,,,,H
740900070400,"GUARDAGANADO D/CPO, DIMENS: 6.2 M X 2.6",AR01,CD01,NUEVO,NUEVO,UN,"1,000",101,,0,0,5002805214,7/9/2023,3:32:53 p. m.,XFLM01,0002R00000827,0183404812,,,,,,,S
740900070400,"GUARDAGANADO D/CPO, DIMENS: 6.2 M X 2.6",AR01,CD01,NUEVO,NUEVO,UN,"1,000",101,,0,0,5002805213,7/9/2023,3:32:12 p. m.,XFLM01,0002R00000812,0183402633,,,,,,,S
750003000400,"JTA PLANA /BRIDA 2"" RF 150 GARLOCK 700 1",AR02,KK01,NUEVO,NUEVO,UN,"-4,000",261,,9277301,7,4903685369,7/9/2023,8:36:17 a. m.,XMMA08,,0096R00056360,22847370,,,,,,H
750003001100,"JTA PLANA /BRIDA 6"" RF 150 GARLOCK 700 1",AR02,KK01,NUEVO,NUEVO,UN,"-4,000",261,,9277301,2,4903685369,7/9/2023,8:36:17 a. m.,XMMA08,,0096R00056360,22847370,,,,,,H
750070035600,"JTA PLANA /BRIDA 2"" RF 600 AMIANTO COMPR",AR73,AC01,NUEVO,NUEVO,UN,"-16,000",201,,9246987,1,4903686027,7/9/2023,10:14:40 a. m.,XJAG14,,0132R00012175,,,,AR46AG4091,,,H
750070035800,"JTA PLANA /BRIDA 3"" RF 600 AMIANTO COMPR",AR73,AC01,NUEVO,NUEVO,UN,"-4,000",201,,9246994,1,4903686024,7/9/2023,10:12:46 a. m.,XJAG14,,0132R00012173,,,,AR46AG4091,,,H
750100000001,JTA ANILLO P/BRIDA BX-153 AC CARB API 6A,AR50,LA15,NUEVO,NUEVO,UN,"-4,000",281,,7697555,122,4903687013,7/9/2023,3:36:30 p. m.,XAAL04,,0098R00049109,,2000038904,0006,,,,H
750100000027,JTA ANILLO P/BRIDA BX-169 INOX API 6A,AR50,LA15,NUEVO,NUEVO,UN,"-6,000",281,,8072695,25,4903686523,7/9/2023,11:34:29 a. m.,XAAL04,,0098R00049087,,2000040321,0002,,,,H
750100000027,JTA ANILLO P/BRIDA BX-169 INOX API 6A,AR50,LA15,NUEVO,NUEVO,UN,"-6,000",281,,8072683,25,4903686397,7/9/2023,11:04:18 a. m.,XAAL04,,0098R00049082,,2000040309,0002,,,,H
750106003500,JTA ANILLO P/BRIDA R-35 AC CARB API 6A,AR01,CD01,NUEVO,NUEVO,UN,"260,000",109,,0,0,5002805282,7/9/2023,4:15:23 p. m.,XCEB02,0009R00017234,0180329673,,,,,,,S
750106004550,JTA ANILLO P/BRIDA R-45/46 AC CARB API,AR02,KK01,NUEVO,NUEVO,UN,"2,000",109,,0,0,5002804767,7/9/2023,10:06:40 a. m.,XMMA08,0009R00017226,0183403002,,,,,,,S
750106012400,JTA ANILLO P/BRIDA R-24 HIERRO API 6A,AR50,LA15,NUEVO,NUEVO,UN,"-8,000",281,,7697558,2,4903686962,7/9/2023,3:32:24 p. m.,XSAP04,,0098R00049107,,2000038906,0003,,,,H
750106012400,JTA ANILLO P/BRIDA R-24 HIERRO API 6A,AR50,LA15,NUEVO,NUEVO,UN,"-8,000",281,,7697559,2,4903687002,7/9/2023,3:42:17 p. m.,XSAP04,,0098R00049110,,2000038907,0003,,,,H
750106023400,JTA ANILLO P/BRIDA RX-45 AC CARB API 6A,AR01,CD01,NUEVO,NUEVO,UN,"-1,000",281,,9139318,74,4903687331,7/9/2023,8:25:10 p. m.,XBNB01,,0095R00418750,,2000043298,0004,,,,H
750108035200,JTA ANILLO P/BRIDA BX-152 AC CARB API 6A,AR50,LA15,NUEVO,NUEVO,UN,"-7,000",281,,7697555,20,4903687013,7/9/2023,3:36:30 p. m.,XAAL04,,0098R00049109,,2000038904,0004,,,,H
750108035200,JTA ANILLO P/BRIDA BX-152 AC CARB API 6A,AR50,LA15,NUEVO,NUEVO,UN,"-4,000",281,,7697559,134,4903687002,7/9/2023,3:42:17 p. m.,XSAP04,,0098R00049110,,2000038907,0003,,,,H
750108035200,JTA ANILLO P/BRIDA BX-152 AC CARB API 6A,AR50,LA15,NUEVO,NUEVO,UN,"-4,000",281,,7697558,136,4903686962,7/9/2023,3:32:24 p. m.,XSAP04,,0098R00049107,,2000038906,0003,,,,H
750150033500,"JTA ANILLO P/BRIDA BX-154 316 API 6A,",AR50,LA15,NUEVO,NUEVO,UN,"-12,000",281,,8072695,26,4903686523,7/9/2023,11:34:29 a. m.,XAAL04,,0098R00049087,,2000040321,0002,,,,H
750150033500,"JTA ANILLO P/BRIDA BX-154 316 API 6A,",AR50,LA15,NUEVO,NUEVO,UN,"-12,000",281,,8072683,26,4903686397,7/9/2023,11:04:18 a. m.,XAAL04,,0098R00049082,,2000040309,0002,,,,H
750180015700,JTA ANILLO P/BRIDA BX-156 AC CARB API 6A,AR50,LA15,NUEVO,NUEVO,UN,"-1,000",281,,7697559,136,4903687002,7/9/2023,3:42:17 p. m.,XSAP04,,0098R00049110,,2000038907,0004,,,,H
750180015700,JTA ANILLO P/BRIDA BX-156 AC CARB API 6A,AR50,LA15,NUEVO,NUEVO,UN,"-1,000",281,,7697555,121,4903687013,7/9/2023,3:36:30 p. m.,XAAL04,,0098R00049109,,2000038904,0006,,,,H
750200000175,"JTA DIELEC F DBL AISL 12"" 900 AC INOX +",AR71,CA09,NUEVO,NUEVO,UN,"2,000",109,Q,0,0,5002804869,7/9/2023,12:19:01 p. m.,XAEV06,0000R100016084,0180330482,,,,,EARAD/0220.5.03.004.02,EARAD/0220.5.03.004.02,S
750200000179,"JTA DIELEC F 8"" 1500 AC INOX + PTFE LAM",AR71,CA09,NUEVO,NUEVO,UN,"2,000",109,Q,0,0,5002804944,7/9/2023,12:19:15 p. m.,XAEV06,0000R100016085,0180330486,,,,,EARAD/0220.5.03.004.02,EARAD/0220.5.03.004.02,S
750200000187,"JTA DIELEC F DBL AISL 8""X6MM 900 AC INOX",AR71,CA09,NUEVO,NUEVO,UN,"-1,000",281,Q,8250846,5,4903685867,7/9/2023,9:34:24 a. m.,XENB03,,0126R00003093,,2000040785,0001,,EARAD/0220.5.03.005.02,,H
750400000006,"EMPAQ QUIMGAX 2007G 3/8"" PTFE EXP.",AR01,CD01,NUEVO,NUEVO,UN,"-4,000",261,,9284450,1,4903686829,7/9/2023,3:04:03 p. m.,XJLF02,,0095R00418722,22849810,,,,,,H
750400000035,"EMPAQ  CINTA 1/2X0,015""X25FT GRAF FLEX S",AR67,CA01,NUEVO,NUEVO,UN,"-1,000",261,,9143554,6,4903686344,7/9/2023,10:35:02 a. m.,XAAL05,,9005R00057264,310154569,,,,,,H
750400000038,"JTA  CINTA AUTOAD 1/2X50"" GRAF PURO FLEX",AR67,CA01,NUEVO,NUEVO,UN,"-1,000",261,,9143554,7,4903686342,7/9/2023,10:33:40 a. m.,XAAL05,,9005R00057262,310154569,,,,,,H
750600000075,"JTA ESP 3/4"" 4,45MM 150 AC CARB 316L",AR67,CA01,NUEVO,NUEVO,UN,"-2,000",261,,9151656,3,4903686835,7/9/2023,2:16:24 p. m.,XAAL05,,9005R00057282,310154619,,,,,,H
750600000075,"JTA ESP 3/4"" 4,45MM 150 AC CARB 316L",AR67,CA01,NUEVO,NUEVO,UN,"-8,000",261,,7388644,24,4903686000,7/9/2023,9:39:17 a. m.,XAAL05,,9005R00057249,310147709,,,,,,H
750600000076,"JTA ESP 3/4"" 4,45MM 300 / 600 AC CINC",AR67,CA01,NUEVO,NUEVO,UN,"-10,000",261,,7388644,25,4903686000,7/9/2023,9:39:17 a. m.,XAAL05,,9005R00057249,310147709,,,,,,H
750600000077,"JTA ESP 1"" 4,45MM 150 AC CARB 316L",AR67,CA01,NUEVO,NUEVO,UN,"-2,000",261,,9151901,4,4903686833,7/9/2023,2:14:56 p. m.,XAAL05,,9005R00057280,310154620,,,,,,H
750600000077,"JTA ESP 1"" 4,45MM 150 AC CARB 316L",AR67,CA01,NUEVO,NUEVO,UN,"-15,000",261,,7388644,26,4903686000,7/9/2023,9:39:17 a. m.,XAAL05,,9005R00057249,310147709,,,,,,H
750600000081,"JTA ESP 1.1/2"" 4,45MM 300 / 600 AC CARB",AR67,CA01,NUEVO,NUEVO,UN,"-24,000",261,,7388644,27,4903686000,7/9/2023,9:39:17 a. m.,XAAL05,,9005R00057249,310147709,,,,,,H
750600000082,"JTA ESP 2"" 4,45MM 150 AC CARB 316L",AR67,CA01,NUEVO,NUEVO,UN,"-10,000",261,,7388644,28,4903686000,7/9/2023,9:39:17 a. m.,XAAL05,,9005R00057249,310147709,,,,,,H
750600000083,"JTA ESP 2"" 4,45MM 300 / 600 AC CARB 316L",AR67,CA01,NUEVO,NUEVO,UN,"-10,000",261,,9125408,29,4903687355,7/9/2023,11:26:12 p. m.,XLFM03,,9005R00057300,330104765,,,,,,H
750600000083,"JTA ESP 2"" 4,45MM 300 / 600 AC CARB 316L",AR67,CA01,NUEVO,NUEVO,UN,"-20,000",261,,7388644,29,4903686000,7/9/2023,9:39:17 a. m.,XAAL05,,9005R00057249,310147709,,,,,,H
750600000084,"JTA ESP 2.1/2"" 4,45MM 300 / 600 AC CINC",AR67,CA01,NUEVO,NUEVO,UN,"-4,000",261,,7388644,30,4903686000,7/9/2023,9:39:17 a. m.,XAAL05,,9005R00057249,310147709,,,,,,H
750600000085,"JTA ESP 3"" 4,45MM 150 AC CINC 316L",AR67,CA01,NUEVO,NUEVO,UN,"-4,000",261,,7388644,31,4903686000,7/9/2023,9:39:17 a. m.,XAAL05,,9005R00057249,310147709,,,,,,H
750600000086,"JTA ESP 3"" 4,45MM 300 / 600 AC CINC 316L",AR67,CA01,NUEVO,NUEVO,UN,"-10,000",261,,7388644,32,4903686000,7/9/2023,9:39:17 a. m.,XAAL05,,9005R00057249,310147709,,,,,,H
750600000087,"JTA ESP 4"" 4,45MM 150 AC CINC 316L",AR67,CA06,NUEVO,NUEVO,UN,"-10,000",261,,7388644,33,4903686002,7/9/2023,9:41:05 a. m.,XAAL05,,9005R00057251,310147709,,,,,,H
750600000090,"JTA ESP 4"" 4,45MM 600 AC CINC 316L",AR67,CA01,NUEVO,NUEVO,UN,"-4,000",261,,7388644,34,4903686000,7/9/2023,9:39:17 a. m.,XAAL05,,9005R00057249,310147709,,,,,,H
750600000094,"JTA ESP 6"" 4,45MM 150 AC CINC 316L",AR67,CA01,NUEVO,NUEVO,UN,"-1,000",261,,9276524,1,4903686886,7/9/2023,2:47:10 p. m.,XAAL05,,9005R00057290,310155019,,,,,,H
750600000094,"JTA ESP 6"" 4,45MM 150 AC CINC 316L",AR67,CA06,NUEVO,NUEVO,UN,"-4,000",261,,7388644,35,4903686002,7/9/2023,9:41:05 a. m.,XAAL05,,9005R00057251,310147709,,,,,,H
750600000098,"JTA ESP 8"" 4,45MM 300 AC CINC 316L",AR67,CA01,NUEVO,NUEVO,UN,"-10,000",261,,9125408,28,4903687355,7/9/2023,11:26:12 p. m.,XLFM03,,9005R00057300,330104765,,,,,,H
750600000099,"JTA ESP 8"" 4,45MM 600 AC CINC 316L",AR67,CA01,NUEVO,NUEVO,UN,"-4,000",261,,7388644,36,4903686000,7/9/2023,9:39:17 a. m.,XAAL05,,9005R00057249,310147709,,,,,,H
750600000210,"JTA ESP 2"" 4,45MM 300 / 600 304 304",MX01,PA01,NUEVO,NUEVO,UN,"2,000",101,,0,0,5002804829,7/9/2023,11:55:24 a. m.,XMRD08,,,,,,,,,S
750600000554,"JTA ESP 1"" 4,45MM 300 / 600 304 304 ASME",MX01,PA01,NUEVO,NUEVO,UN,"1,000",101,,0,0,5002804829,7/9/2023,11:55:24 a. m.,XMRD08,,,,,,,,,S
750600000617,"JTA ESP 12"" 4,45MM 600 304 304 B16.20",MX01,PA01,NUEVO,NUEVO,UN,"1,000",101,,0,0,5002804829,7/9/2023,11:55:24 a. m.,XMRD08,,,,,,,,,S
750600000722,"AISL DIELEC JGO P/BRIDA RF 16"" S600",AR71,CA09,NUEVO,NUEVO,UN,"-1,000",281,Q,7840428,5,4903686615,7/9/2023,12:12:17 p. m.,XDMR04,,0126R00003094,,2000039467,0001,,EARAD/0220.5.03.006.02,,H
